store_id,baked_date,transaction_date,product_id,quantity_start_of_day,quantity_sold
3,2017-03-17,2017-03-18,73,18,4
5,2017-03-17,2017-03-18,73,18,3
8,2017-03-17,2017-03-18,73,18,2
3,2017-03-05,2017-03-18,74,18,2
5,2017-03-04,2017-03-18,74,18,1
8,2017-03-04,2017-03-18,74,18,4
3,2017-03-17,2017-03-18,75,18,3
5,2017-03-17,2017-03-18,75,18,4
8,2017-03-17,2017-03-18,75,18,4
3,2017-03-07,2017-03-18,76,18,1
5,2017-03-08,2017-03-18,76,18,5
8,2017-03-11,2017-03-18,76,18,3
3,2017-03-12,2017-03-18,77,48,2
5,2017-03-14,2017-03-18,77,48,6
8,2017-03-14,2017-03-18,77,48,2
3,2017-03-14,2017-03-18,78,18,2
5,2017-03-14,2017-03-18,78,18,5
8,2017-03-12,2017-03-18,78,18,8
3,2017-03-13,2017-03-18,79,18,1
5,2017-03-14,2017-03-18,79,18,3
8,2017-03-13,2017-03-18,79,18,1
3,2017-03-09,2017-03-19,69,18,3
5,2017-03-08,2017-03-19,69,18,3
8,2017-03-09,2017-03-19,69,18,2
3,2017-03-14,2017-03-19,70,18,6
5,2017-03-14,2017-03-19,70,18,4
8,2017-03-14,2017-03-19,70,18,4
3,2017-03-18,2017-03-19,71,18,1
5,2017-03-18,2017-03-19,71,18,2
8,2017-03-18,2017-03-19,71,18,6
3,2017-03-15,2017-03-19,72,48,6
5,2017-03-15,2017-03-19,72,48,1
8,2017-03-14,2017-03-19,72,48,6
3,2017-03-18,2017-03-19,73,18,4
8,2017-03-18,2017-03-19,73,18,2
3,2017-03-11,2017-03-19,74,18,2
5,2017-03-11,2017-03-19,74,18,3
8,2017-03-11,2017-03-19,74,18,7
3,2017-03-18,2017-03-19,75,18,4
5,2017-03-18,2017-03-19,75,18,2
8,2017-03-18,2017-03-19,75,18,4
3,2017-03-07,2017-03-19,76,18,6
5,2017-03-11,2017-03-19,76,18,2
8,2017-03-08,2017-03-19,76,18,6
3,2017-03-13,2017-03-19,77,48,2
5,2017-03-12,2017-03-19,77,48,1
8,2017-03-14,2017-03-19,77,48,2
3,2017-03-13,2017-03-19,78,18,2
8,2017-03-12,2017-03-19,78,18,4
3,2017-03-15,2017-03-19,79,18,1
5,2017-03-14,2017-03-19,79,18,1
8,2017-03-15,2017-03-19,79,18,5
3,2017-03-09,2017-03-20,69,18,2
5,2017-03-08,2017-03-20,69,18,6
8,2017-03-10,2017-03-20,69,18,4
3,2017-03-13,2017-03-20,70,18,4
5,2017-03-14,2017-03-20,70,18,8
8,2017-03-13,2017-03-20,70,18,4
3,2017-03-19,2017-03-20,71,18,12
5,2017-03-19,2017-03-20,71,18,3
8,2017-03-19,2017-03-20,71,18,5
3,2017-03-16,2017-03-20,72,48,11
5,2017-03-16,2017-03-20,72,48,5
8,2017-03-13,2017-03-20,72,48,4
3,2017-03-19,2017-03-20,73,18,2
5,2017-03-19,2017-03-20,73,18,1
8,2017-03-19,2017-03-20,73,18,3
3,2017-03-10,2017-03-20,74,18,12
5,2017-03-08,2017-03-20,74,18,3
8,2017-03-13,2017-03-20,74,18,1
3,2017-03-19,2017-03-20,75,18,7
5,2017-03-19,2017-03-20,75,18,4
8,2017-03-19,2017-03-20,75,18,3
3,2017-03-06,2017-03-20,76,18,5
5,2017-03-08,2017-03-20,76,18,6
8,2017-03-13,2017-03-20,76,18,3
3,2017-03-13,2017-03-20,77,48,6
5,2017-03-16,2017-03-20,77,48,4
8,2017-03-14,2017-03-20,77,48,1
3,2017-03-13,2017-03-20,78,18,5
5,2017-03-16,2017-03-20,78,18,3
8,2017-03-15,2017-03-20,78,18,3
3,2017-03-16,2017-03-20,79,18,5
5,2017-03-14,2017-03-20,79,18,1
8,2017-03-14,2017-03-20,79,18,2
3,2017-03-13,2017-03-21,69,18,3
5,2017-03-14,2017-03-21,69,18,3
8,2017-03-11,2017-03-21,69,18,2
3,2017-03-15,2017-03-21,70,18,2
5,2017-03-14,2017-03-21,70,18,5
8,2017-03-15,2017-03-21,70,18,2
3,2017-03-20,2017-03-21,71,18,7
5,2017-03-20,2017-03-21,71,18,5
8,2017-03-20,2017-03-21,71,18,11
3,2017-03-16,2017-03-21,72,48,4
5,2017-03-17,2017-03-21,72,48,8
8,2017-03-15,2017-03-21,72,48,8
3,2017-03-20,2017-03-21,73,18,1
5,2017-03-20,2017-03-21,73,18,5
8,2017-03-20,2017-03-21,73,18,4
3,2017-03-10,2017-03-21,74,18,2
5,2017-03-08,2017-03-21,74,18,1
8,2017-03-13,2017-03-21,74,18,4
3,2017-03-20,2017-03-21,75,18,2
5,2017-03-20,2017-03-21,75,18,3
8,2017-03-20,2017-03-21,75,18,4
3,2017-03-14,2017-03-21,76,18,1
5,2017-03-09,2017-03-21,76,18,3
8,2017-03-13,2017-03-21,76,18,3
3,2017-03-15,2017-03-21,77,48,2
5,2017-03-15,2017-03-21,77,48,2
8,2017-03-16,2017-03-21,77,48,6
3,2017-03-15,2017-03-21,78,18,2
5,2017-03-14,2017-03-21,78,18,1
8,2017-03-15,2017-03-21,78,18,3
3,2017-03-16,2017-03-21,79,18,3
5,2017-03-16,2017-03-21,79,18,6
8,2017-03-16,2017-03-21,79,18,2
3,2017-03-08,2017-03-22,69,18,3
5,2017-03-13,2017-03-22,69,18,2
8,2017-03-10,2017-03-22,69,18,7
3,2017-03-17,2017-03-22,70,18,1
5,2017-03-18,2017-03-22,70,18,4
8,2017-03-15,2017-03-22,70,18,9
3,2017-03-21,2017-03-22,71,18,4
5,2017-03-21,2017-03-22,71,18,3
8,2017-03-21,2017-03-22,71,18,1
3,2017-03-17,2017-03-22,72,48,1
5,2017-03-15,2017-03-22,72,48,8
8,2017-03-17,2017-03-22,72,48,6
3,2017-03-21,2017-03-22,73,18,5
5,2017-03-21,2017-03-22,73,18,5
8,2017-03-21,2017-03-22,73,18,3
3,2017-03-15,2017-03-22,74,18,4
5,2017-03-09,2017-03-22,74,18,2
8,2017-03-12,2017-03-22,74,18,3
3,2017-03-21,2017-03-22,75,18,3
5,2017-03-21,2017-03-22,75,18,3
8,2017-03-21,2017-03-22,75,18,3
3,2017-03-11,2017-03-22,76,18,3
5,2017-03-15,2017-03-22,76,18,2
8,2017-03-14,2017-03-22,76,18,2
3,2017-03-17,2017-03-22,77,48,2
5,2017-03-15,2017-03-22,77,48,4
8,2017-03-16,2017-03-22,77,48,2
3,2017-03-15,2017-03-22,78,18,5
5,2017-03-16,2017-03-22,78,18,3
8,2017-03-18,2017-03-22,78,18,1
3,2017-03-17,2017-03-22,79,18,2
5,2017-03-16,2017-03-22,79,18,2
8,2017-03-15,2017-03-22,79,18,5
3,2017-03-11,2017-03-23,69,18,3
5,2017-03-11,2017-03-23,69,18,2
8,2017-03-14,2017-03-23,69,18,3
3,2017-03-16,2017-03-23,70,18,7
5,2017-03-16,2017-03-23,70,18,3
8,2017-03-17,2017-03-23,70,18,4
3,2017-03-22,2017-03-23,71,18,3
5,2017-03-22,2017-03-23,71,18,4
8,2017-03-22,2017-03-23,71,18,2
3,2017-03-18,2017-03-23,72,48,2
5,2017-03-17,2017-03-23,72,48,9
8,2017-03-16,2017-03-23,72,48,11
3,2017-03-22,2017-03-23,73,18,3
5,2017-03-22,2017-03-23,73,18,3
8,2017-03-22,2017-03-23,73,18,4
3,2017-03-14,2017-03-23,74,18,2
5,2017-03-12,2017-03-23,74,18,2
8,2017-03-14,2017-03-23,74,18,1
3,2017-03-22,2017-03-23,75,18,2
5,2017-03-22,2017-03-23,75,18,1
8,2017-03-22,2017-03-23,75,18,5
3,2017-03-12,2017-03-23,76,18,3
5,2017-03-11,2017-03-23,76,18,3
8,2017-03-12,2017-03-23,76,18,3
3,2017-03-16,2017-03-23,77,48,3
5,2017-03-17,2017-03-23,77,48,3
8,2017-03-19,2017-03-23,77,48,2
3,2017-03-18,2017-03-23,78,18,4
5,2017-03-18,2017-03-23,78,18,1
8,2017-03-17,2017-03-23,78,18,2
3,2017-03-18,2017-03-23,79,18,4
5,2017-03-16,2017-03-23,79,18,4
8,2017-03-19,2017-03-23,79,18,3
3,2017-03-12,2017-03-24,69,18,1
5,2017-03-13,2017-03-24,69,18,4
8,2017-03-11,2017-03-24,69,18,4
3,2017-03-17,2017-03-24,70,18,3
5,2017-03-20,2017-03-24,70,18,4
8,2017-03-17,2017-03-24,70,18,6
3,2017-03-23,2017-03-24,71,18,4
5,2017-03-23,2017-03-24,71,18,7
8,2017-03-23,2017-03-24,71,18,2
3,2017-03-17,2017-03-24,72,48,6
5,2017-03-18,2017-03-24,72,48,12
8,2017-03-19,2017-03-24,72,48,13
3,2017-03-23,2017-03-24,73,18,3
5,2017-03-23,2017-03-24,73,18,4
8,2017-03-23,2017-03-24,73,18,2
3,2017-03-12,2017-03-24,74,18,3
5,2017-03-10,2017-03-24,74,18,1
8,2017-03-13,2017-03-24,74,18,2
3,2017-03-23,2017-03-24,75,18,1
5,2017-03-23,2017-03-24,75,18,3
8,2017-03-23,2017-03-24,75,18,2
3,2017-03-13,2017-03-24,76,18,2
5,2017-03-11,2017-03-24,76,18,4
8,2017-03-15,2017-03-24,76,18,2
3,2017-03-19,2017-03-24,77,48,3
5,2017-03-17,2017-03-24,77,48,1
8,2017-03-18,2017-03-24,77,48,4
3,2017-03-18,2017-03-24,78,18,5
5,2017-03-19,2017-03-24,78,18,4
8,2017-03-19,2017-03-24,78,18,1
3,2017-03-18,2017-03-24,79,18,2
5,2017-03-17,2017-03-24,79,18,6
8,2017-03-19,2017-03-24,79,18,3
3,2017-03-17,2017-03-25,69,18,2
5,2017-03-17,2017-03-25,69,18,1
8,2017-03-17,2017-03-25,69,18,3
3,2017-03-20,2017-03-25,70,18,4
5,2017-03-20,2017-03-25,70,18,1
8,2017-03-19,2017-03-25,70,18,1
3,2017-03-24,2017-03-25,71,18,3
5,2017-03-24,2017-03-25,71,18,5
8,2017-03-24,2017-03-25,71,18,7
3,2017-03-19,2017-03-25,72,48,2
5,2017-03-18,2017-03-25,72,48,10
8,2017-03-19,2017-03-25,72,48,5
3,2017-03-24,2017-03-25,73,18,3
5,2017-03-24,2017-03-25,73,18,2
8,2017-03-24,2017-03-25,73,18,4
3,2017-03-17,2017-03-25,74,18,2
5,2017-03-18,2017-03-25,74,18,2
8,2017-03-17,2017-03-25,74,18,4
3,2017-03-24,2017-03-25,75,18,1
5,2017-03-24,2017-03-25,75,18,1
8,2017-03-24,2017-03-25,75,18,2
3,2017-03-12,2017-03-25,76,18,3
5,2017-03-15,2017-03-25,76,18,1
8,2017-03-16,2017-03-25,76,18,3
3,2017-03-21,2017-03-25,77,48,3
5,2017-03-20,2017-03-25,77,48,5
8,2017-03-18,2017-03-25,77,48,1
3,2017-03-20,2017-03-25,78,18,1
5,2017-03-20,2017-03-25,78,18,5
8,2017-03-20,2017-03-25,78,18,1
3,2017-03-19,2017-03-25,79,18,2
5,2017-03-20,2017-03-25,79,18,4
8,2017-03-21,2017-03-25,79,18,3
3,2017-03-17,2017-03-26,69,18,3
5,2017-03-16,2017-03-26,69,18,1
8,2017-03-18,2017-03-26,69,18,2
3,2017-03-22,2017-03-26,70,18,8
5,2017-03-21,2017-03-26,70,18,3
8,2017-03-19,2017-03-26,70,18,5
3,2017-03-25,2017-03-26,71,18,3
5,2017-03-25,2017-03-26,71,18,3
8,2017-03-25,2017-03-26,71,18,2
3,2017-03-22,2017-03-26,72,48,1
5,2017-03-19,2017-03-26,72,48,5
8,2017-03-22,2017-03-26,72,48,9
3,2017-03-25,2017-03-26,73,18,4
5,2017-03-25,2017-03-26,73,18,1
8,2017-03-25,2017-03-26,73,18,4
3,2017-03-18,2017-03-26,74,18,5
5,2017-03-14,2017-03-26,74,18,4
8,2017-03-15,2017-03-26,74,18,1
3,2017-03-25,2017-03-26,75,18,2
5,2017-03-25,2017-03-26,75,18,4
8,2017-03-25,2017-03-26,75,18,4
3,2017-03-17,2017-03-26,76,18,4
5,2017-03-19,2017-03-26,76,18,1
8,2017-03-14,2017-03-26,76,18,3
3,2017-03-19,2017-03-26,77,48,5
5,2017-03-21,2017-03-26,77,48,1
8,2017-03-22,2017-03-26,77,48,3
3,2017-03-19,2017-03-26,78,18,3
5,2017-03-21,2017-03-26,78,18,4
8,2017-03-19,2017-03-26,78,18,2
3,2017-03-22,2017-03-26,79,18,3
5,2017-03-22,2017-03-26,79,18,3
8,2017-03-19,2017-03-26,79,18,5
3,2017-03-18,2017-03-27,69,18,2
5,2017-03-20,2017-03-27,69,18,3
3,2017-03-23,2017-03-27,70,18,2
5,2017-03-23,2017-03-27,70,18,8
8,2017-03-22,2017-03-27,70,18,3
3,2017-03-26,2017-03-27,71,18,5
5,2017-03-26,2017-03-27,71,18,4
8,2017-03-26,2017-03-27,71,18,9
3,2017-03-23,2017-03-27,72,48,2
5,2017-03-21,2017-03-27,72,48,8
8,2017-03-22,2017-03-27,72,48,12
3,2017-03-26,2017-03-27,73,18,5
5,2017-03-26,2017-03-27,73,18,3
8,2017-03-26,2017-03-27,73,18,2
3,2017-03-16,2017-03-27,74,18,3
5,2017-03-18,2017-03-27,74,18,5
3,2017-03-26,2017-03-27,75,18,4
5,2017-03-26,2017-03-27,75,18,2
8,2017-03-26,2017-03-27,75,18,2
3,2017-03-13,2017-03-27,76,18,3
5,2017-03-16,2017-03-27,76,18,5
8,2017-03-18,2017-03-27,76,18,2
3,2017-03-20,2017-03-27,77,48,6
5,2017-03-21,2017-03-27,77,48,3
8,2017-03-22,2017-03-27,77,48,2
3,2017-03-20,2017-03-27,78,18,5
5,2017-03-23,2017-03-27,78,18,3
8,2017-03-21,2017-03-27,78,18,2
3,2017-03-22,2017-03-27,79,18,2
5,2017-03-22,2017-03-27,79,18,1
8,2017-03-23,2017-03-27,79,18,2
3,2017-03-17,2017-03-28,69,18,1
5,2017-03-18,2017-03-28,69,18,4
8,2017-03-14,2017-03-28,69,18,3
3,2017-03-23,2017-03-28,70,18,2
5,2017-03-24,2017-03-28,70,18,1
8,2017-03-21,2017-03-28,70,18,3
3,2017-03-27,2017-03-28,71,18,2
5,2017-03-27,2017-03-28,71,18,4
8,2017-03-27,2017-03-28,71,18,1
5,2017-03-22,2017-03-28,72,48,8
8,2017-03-23,2017-03-28,72,48,2
3,2017-03-27,2017-03-28,73,18,2
5,2017-03-27,2017-03-28,73,18,1
8,2017-03-27,2017-03-28,73,18,3
3,2017-03-20,2017-03-28,74,18,1
5,2017-03-16,2017-03-28,74,18,6
8,2017-03-19,2017-03-28,74,18,2
3,2017-03-27,2017-03-28,75,18,2
5,2017-03-27,2017-03-28,75,18,2
8,2017-03-27,2017-03-28,75,18,4
3,2017-03-21,2017-03-28,76,18,3
5,2017-03-20,2017-03-28,76,18,3
8,2017-03-16,2017-03-28,76,18,6
5,2017-03-23,2017-03-28,77,48,4
8,2017-03-21,2017-03-28,77,48,1
3,2017-03-21,2017-03-28,78,18,1
5,2017-03-24,2017-03-28,78,18,5
8,2017-03-23,2017-03-28,78,18,8
3,2017-03-24,2017-03-28,79,18,4
5,2017-03-24,2017-03-28,79,18,5
8,2017-03-24,2017-03-28,79,18,3
3,2017-03-16,2017-03-29,69,18,4
5,2017-03-21,2017-03-29,69,18,1
8,2017-03-19,2017-03-29,69,18,4
3,2017-03-22,2017-03-29,70,18,5
5,2017-03-25,2017-03-29,70,18,2
8,2017-03-23,2017-03-29,70,18,1
3,2017-03-28,2017-03-29,71,18,3
5,2017-03-28,2017-03-29,71,18,3
8,2017-03-28,2017-03-29,71,18,1
3,2017-03-24,2017-03-29,72,48,2
5,2017-03-23,2017-03-29,72,48,10
8,2017-03-24,2017-03-29,72,48,1
3,2017-03-28,2017-03-29,73,18,4
5,2017-03-28,2017-03-29,73,18,1
8,2017-03-28,2017-03-29,73,18,3
3,2017-03-19,2017-03-29,74,18,3
5,2017-03-20,2017-03-29,74,18,3
8,2017-03-22,2017-03-29,74,18,2
3,2017-03-28,2017-03-29,75,18,3
5,2017-03-28,2017-03-29,75,18,4
8,2017-03-28,2017-03-29,75,18,1
3,2017-03-18,2017-03-29,76,18,3
5,2017-03-19,2017-03-29,76,18,4
8,2017-03-18,2017-03-29,76,18,1
3,2017-03-22,2017-03-29,77,48,4
5,2017-03-22,2017-03-29,77,48,5
8,2017-03-22,2017-03-29,77,48,3
3,2017-03-24,2017-03-29,78,18,4
5,2017-03-25,2017-03-29,78,18,4
8,2017-03-22,2017-03-29,78,18,3
3,2017-03-25,2017-03-29,79,18,4
5,2017-03-25,2017-03-29,79,18,6
8,2017-03-22,2017-03-29,79,18,1
3,2017-03-23,2017-03-30,69,18,2
5,2017-03-17,2017-03-30,69,18,5
8,2017-03-22,2017-03-30,69,18,1
3,2017-03-24,2017-03-30,70,18,2
5,2017-03-25,2017-03-30,70,18,4
8,2017-03-24,2017-03-30,70,18,7
3,2017-03-29,2017-03-30,71,18,5
5,2017-03-29,2017-03-30,71,18,5
8,2017-03-29,2017-03-30,71,18,4
3,2017-03-23,2017-03-30,72,48,4
5,2017-03-23,2017-03-30,72,48,5
8,2017-03-24,2017-03-30,72,48,4
3,2017-03-29,2017-03-30,73,18,3
5,2017-03-29,2017-03-30,73,18,4
8,2017-03-29,2017-03-30,73,18,5
3,2017-03-19,2017-03-30,74,18,7
5,2017-03-20,2017-03-30,74,18,3
8,2017-03-17,2017-03-30,74,18,2
3,2017-03-29,2017-03-30,75,18,1
5,2017-03-29,2017-03-30,75,18,3
8,2017-03-29,2017-03-30,75,18,3
3,2017-03-23,2017-03-30,76,18,2
5,2017-03-17,2017-03-30,76,18,4
8,2017-03-16,2017-03-30,76,18,2
3,2017-03-23,2017-03-30,77,48,4
5,2017-03-26,2017-03-30,77,48,2
8,2017-03-23,2017-03-30,77,48,1
3,2017-03-24,2017-03-30,78,18,2
5,2017-03-26,2017-03-30,78,18,6
8,2017-03-23,2017-03-30,78,18,10
3,2017-03-23,2017-03-30,79,18,1
5,2017-03-26,2017-03-30,79,18,3
8,2017-03-23,2017-03-30,79,18,2
5,2017-03-19,2017-03-31,69,18,3
8,2017-03-17,2017-03-31,69,18,1
3,2017-03-27,2017-03-31,70,18,3
5,2017-03-25,2017-03-31,70,18,2
8,2017-03-27,2017-03-31,70,18,2
3,2017-03-30,2017-03-31,71,18,5
5,2017-03-30,2017-03-31,71,18,4
8,2017-03-30,2017-03-31,71,18,6
3,2017-03-24,2017-03-31,72,48,2
5,2017-03-26,2017-03-31,72,48,5
8,2017-03-24,2017-03-31,72,48,5
3,2017-03-30,2017-03-31,73,18,4
5,2017-03-30,2017-03-31,73,18,1
8,2017-03-30,2017-03-31,73,18,4
5,2017-03-24,2017-03-31,74,18,6
8,2017-03-19,2017-03-31,74,18,2
3,2017-03-30,2017-03-31,75,18,2
5,2017-03-30,2017-03-31,75,18,2
8,2017-03-30,2017-03-31,75,18,1
3,2017-03-23,2017-03-31,76,18,4
5,2017-03-23,2017-03-31,76,18,5
8,2017-03-19,2017-03-31,76,18,5
3,2017-03-24,2017-03-31,77,48,3
5,2017-03-27,2017-03-31,77,48,4
8,2017-03-27,2017-03-31,77,48,4
3,2017-03-25,2017-03-31,78,18,4
5,2017-03-27,2017-03-31,78,18,2
8,2017-03-24,2017-03-31,78,18,1
3,2017-03-24,2017-03-31,79,18,4
5,2017-03-25,2017-03-31,79,18,3
8,2017-03-26,2017-03-31,79,18,6
3,2017-03-18,2017-04-01,69,18,3
5,2017-03-25,2017-04-01,69,18,6
8,2017-03-22,2017-04-01,69,18,4
3,2017-03-28,2017-04-01,70,18,7
5,2017-03-26,2017-04-01,70,18,3
8,2017-03-27,2017-04-01,70,18,1
3,2017-03-31,2017-04-01,71,18,2
5,2017-03-31,2017-04-01,71,18,7
8,2017-03-31,2017-04-01,71,18,4
3,2017-03-27,2017-04-01,72,48,2
5,2017-03-26,2017-04-01,72,48,4
8,2017-03-26,2017-04-01,72,48,2
3,2017-03-31,2017-04-01,73,18,4
5,2017-03-31,2017-04-01,73,18,3
8,2017-03-31,2017-04-01,73,18,6
3,2017-03-20,2017-04-01,74,18,3
5,2017-03-22,2017-04-01,74,18,2
8,2017-03-22,2017-04-01,74,18,2
3,2017-03-31,2017-04-01,75,18,5
5,2017-03-31,2017-04-01,75,18,6
8,2017-03-31,2017-04-01,75,18,3
3,2017-03-24,2017-04-01,76,18,1
5,2017-03-25,2017-04-01,76,18,3
8,2017-03-24,2017-04-01,76,18,1
3,2017-03-28,2017-04-01,77,48,3
5,2017-03-26,2017-04-01,77,48,5
8,2017-03-26,2017-04-01,77,48,3
3,2017-03-27,2017-04-01,78,18,5
5,2017-03-25,2017-04-01,78,18,4
8,2017-03-26,2017-04-01,78,18,5
3,2017-03-25,2017-04-01,79,18,3
5,2017-03-26,2017-04-01,79,18,4
8,2017-03-27,2017-04-01,79,18,2
3,2017-03-21,2017-04-02,69,18,3
5,2017-03-26,2017-04-02,69,18,4
8,2017-03-19,2017-04-02,69,18,7
3,2017-03-28,2017-04-02,70,18,4
5,2017-03-28,2017-04-02,70,18,5
8,2017-03-27,2017-04-02,70,18,1
3,2017-04-01,2017-04-02,71,18,6
5,2017-04-01,2017-04-02,71,18,3
8,2017-04-01,2017-04-02,71,18,3
3,2017-03-29,2017-04-02,72,48,6
5,2017-03-26,2017-04-02,72,48,1
8,2017-03-26,2017-04-02,72,48,1
3,2017-04-01,2017-04-02,73,18,2
5,2017-04-01,2017-04-02,73,18,3
8,2017-04-01,2017-04-02,73,18,3
3,2017-03-24,2017-04-02,74,18,9
5,2017-03-20,2017-04-02,74,18,4
8,2017-03-20,2017-04-02,74,18,1
3,2017-04-01,2017-04-02,75,18,2
5,2017-04-01,2017-04-02,75,18,7
8,2017-04-01,2017-04-02,75,18,1
3,2017-03-26,2017-04-02,76,18,5
5,2017-03-20,2017-04-02,76,18,2
8,2017-03-22,2017-04-02,76,18,3
3,2017-03-27,2017-04-02,77,48,3
5,2017-03-29,2017-04-02,77,48,2
8,2017-03-27,2017-04-02,77,48,4
3,2017-03-26,2017-04-02,78,18,2
5,2017-03-27,2017-04-02,78,18,1
8,2017-03-28,2017-04-02,78,18,3
3,2017-03-29,2017-04-02,79,18,7
5,2017-03-29,2017-04-02,79,18,6
8,2017-03-27,2017-04-02,79,18,3
3,2017-03-25,2017-04-03,69,18,3
5,2017-03-22,2017-04-03,69,18,3
8,2017-03-26,2017-04-03,69,18,3
3,2017-03-27,2017-04-03,70,18,5
5,2017-03-28,2017-04-03,70,18,5
8,2017-03-27,2017-04-03,70,18,2
3,2017-04-02,2017-04-03,71,18,4
5,2017-04-02,2017-04-03,71,18,7
8,2017-04-02,2017-04-03,71,18,1
3,2017-03-27,2017-04-03,72,48,2
5,2017-03-30,2017-04-03,72,48,2
8,2017-03-28,2017-04-03,72,48,3
3,2017-04-02,2017-04-03,73,18,3
5,2017-04-02,2017-04-03,73,18,2
8,2017-04-02,2017-04-03,73,18,1
3,2017-03-23,2017-04-03,74,18,4
5,2017-03-27,2017-04-03,74,18,6
8,2017-03-21,2017-04-03,74,18,4
3,2017-04-02,2017-04-03,75,18,4
5,2017-04-02,2017-04-03,75,18,6
8,2017-04-02,2017-04-03,75,18,2
3,2017-03-24,2017-04-03,76,18,2
5,2017-03-23,2017-04-03,76,18,3
8,2017-03-26,2017-04-03,76,18,4
3,2017-03-30,2017-04-03,77,48,6
5,2017-03-27,2017-04-03,77,48,1
8,2017-03-29,2017-04-03,77,48,2
3,2017-03-30,2017-04-03,78,18,4
5,2017-03-30,2017-04-03,78,18,3
8,2017-03-27,2017-04-03,78,18,5
3,2017-03-29,2017-04-03,79,18,3
5,2017-03-27,2017-04-03,79,18,10
8,2017-03-30,2017-04-03,79,18,4
3,2017-03-22,2017-04-04,69,18,2
5,2017-03-25,2017-04-04,69,18,1
3,2017-03-28,2017-04-04,70,18,5
5,2017-03-28,2017-04-04,70,18,2
8,2017-03-29,2017-04-04,70,18,5
3,2017-04-03,2017-04-04,71,18,5
5,2017-04-03,2017-04-04,71,18,5
8,2017-04-03,2017-04-04,71,18,1
3,2017-03-31,2017-04-04,72,48,2
5,2017-03-29,2017-04-04,72,48,5
8,2017-03-29,2017-04-04,72,48,3
3,2017-04-03,2017-04-04,73,18,4
5,2017-04-03,2017-04-04,73,18,5
8,2017-04-03,2017-04-04,73,18,5
3,2017-03-26,2017-04-04,74,18,3
5,2017-03-27,2017-04-04,74,18,3
3,2017-04-03,2017-04-04,75,18,1
5,2017-04-03,2017-04-04,75,18,1
8,2017-04-03,2017-04-04,75,18,2
3,2017-03-21,2017-04-04,76,18,2
5,2017-03-22,2017-04-04,76,18,3
8,2017-03-28,2017-04-04,76,18,3
3,2017-03-28,2017-04-04,77,48,2
5,2017-03-31,2017-04-04,77,48,3
8,2017-03-30,2017-04-04,77,48,2
3,2017-03-30,2017-04-04,78,18,1
5,2017-03-30,2017-04-04,78,18,1
8,2017-03-31,2017-04-04,78,18,1
3,2017-03-28,2017-04-04,79,18,2
5,2017-03-31,2017-04-04,79,18,2
8,2017-03-28,2017-04-04,79,18,5
3,2017-03-29,2017-04-05,69,18,5
5,2017-03-22,2017-04-05,69,18,6
8,2017-03-23,2017-04-05,69,18,1
3,2017-03-30,2017-04-05,70,18,4
5,2017-03-31,2017-04-05,70,18,7
8,2017-03-30,2017-04-05,70,18,7
3,2017-04-04,2017-04-05,71,18,4
5,2017-04-04,2017-04-05,71,18,7
8,2017-04-04,2017-04-05,71,18,4
3,2017-04-01,2017-04-05,72,48,5
5,2017-03-30,2017-04-05,72,48,4
8,2017-03-30,2017-04-05,72,48,3
3,2017-04-04,2017-04-05,73,18,1
5,2017-04-04,2017-04-05,73,18,4
8,2017-04-04,2017-04-05,73,18,1
3,2017-03-28,2017-04-05,74,18,1
5,2017-03-24,2017-04-05,74,18,3
8,2017-03-22,2017-04-05,74,18,1
3,2017-04-04,2017-04-05,75,18,7
5,2017-04-04,2017-04-05,75,18,6
8,2017-04-04,2017-04-05,75,18,5
3,2017-03-24,2017-04-05,76,18,3
5,2017-03-23,2017-04-05,76,18,6
8,2017-03-22,2017-04-05,76,18,3
3,2017-03-29,2017-04-05,77,48,7
5,2017-03-31,2017-04-05,77,48,3
8,2017-03-29,2017-04-05,77,48,3
3,2017-03-30,2017-04-05,78,18,2
5,2017-04-01,2017-04-05,78,18,5
8,2017-03-31,2017-04-05,78,18,4
3,2017-03-30,2017-04-05,79,18,6
5,2017-04-01,2017-04-05,79,18,5
8,2017-03-31,2017-04-05,79,18,1
3,2017-03-28,2017-04-06,69,18,1
5,2017-03-29,2017-04-06,69,18,6
8,2017-03-24,2017-04-06,69,18,2
3,2017-03-31,2017-04-06,70,18,4
5,2017-03-31,2017-04-06,70,18,5
8,2017-03-30,2017-04-06,70,18,6
3,2017-04-05,2017-04-06,71,18,3
5,2017-04-05,2017-04-06,71,18,4
8,2017-04-05,2017-04-06,71,18,4
3,2017-04-01,2017-04-06,72,48,4
5,2017-03-31,2017-04-06,72,48,4
8,2017-04-01,2017-04-06,72,48,4
3,2017-04-05,2017-04-06,73,18,4
5,2017-04-05,2017-04-06,73,18,3
8,2017-04-05,2017-04-06,73,18,3
3,2017-03-30,2017-04-06,74,18,3
5,2017-03-26,2017-04-06,74,18,4
8,2017-03-23,2017-04-06,74,18,3
3,2017-04-05,2017-04-06,75,18,2
5,2017-04-05,2017-04-06,75,18,2
8,2017-04-05,2017-04-06,75,18,2
3,2017-03-24,2017-04-06,76,18,1
5,2017-03-27,2017-04-06,76,18,2
8,2017-03-24,2017-04-06,76,18,3
3,2017-03-31,2017-04-06,77,48,5
5,2017-04-02,2017-04-06,77,48,5
8,2017-04-02,2017-04-06,77,48,1
3,2017-03-31,2017-04-06,78,18,5
5,2017-04-02,2017-04-06,78,18,1
