TransactionID,Date,Time,CustomerID,Age,Gender,Location,StoreID,OnlineOrderFlag,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,PromotionApplied,DiscountAmount,GiftWrap,ShippingMethod,DeliveryTime,Weather,Event,CustomerSatisfaction,ReturnFlag
565,03-11-2022,15:33:38,276,50,Female,City_11,,TRUE,832,Decorations_Product,Decorations,1,26.88026649,26.88026649,Debit Card,TRUE,0,FALSE,Overnight,2,Snowy,Christmas Market,5,FALSE
566,17-11-2020,13:40:33,399,51,Female,City_3,,TRUE,617,Electronics_Product,Electronics,4,15.10010341,60.40041363,Cash,TRUE,0,TRUE,Overnight,4,Rainy,Christmas Market,2,FALSE
567,17-11-2020,12:15:14,131,57,Other,City_9,,TRUE,729,Clothing_Product,Clothing,2,65.06599266,130.1319853,Debit Card,FALSE,13.01319853,FALSE,Express,5,Snowy,Black Friday,3,TRUE
568,28-12-2023,14:06:05,266,28,Other,City_1,,TRUE,399,Electronics_Product,Electronics,3,71.71341133,215.140234,Cash,TRUE,0,TRUE,Overnight,2,Rainy,None,3,FALSE
569,04-12-2019,17:48:35,113,34,Female,City_12,83,FALSE,130,Decorations_Product,Decorations,2,27.46434745,54.92869491,Online Payment,TRUE,5.492869491,FALSE,,,Sunny,Black Friday,4,TRUE
570,12-12-2019,12:11:25,477,23,Other,City_15,29,FALSE,439,Decorations_Product,Decorations,1,46.00676584,46.00676584,Online Payment,TRUE,4.600676584,FALSE,,,Rainy,Black Friday,4,TRUE
571,26-12-2022,00:59:49,309,21,Other,City_13,,TRUE,885,Toys_Product,Toys,5,21.58893672,107.9446836,Cash,TRUE,0,FALSE,Overnight,3,Sunny,Christmas Market,2,FALSE
572,18-11-2020,11:45:19,156,42,Other,City_15,63,FALSE,922,Electronics_Product,Electronics,4,39.51301876,158.052075,Credit Card,TRUE,0,TRUE,,,Sunny,None,3,FALSE
573,26-11-2023,07:28:32,333,53,Male,City_1,,TRUE,115,Toys_Product,Toys,5,85.58633952,427.9316976,Credit Card,FALSE,42.79316976,FALSE,Express,1,Sunny,Black Friday,4,FALSE
574,13-11-2022,05:26:58,164,36,Other,City_14,58,FALSE,652,Clothing_Product,Clothing,2,87.617228,175.234456,Cash,FALSE,0,TRUE,,,Rainy,Christmas Market,4,TRUE
575,23-11-2021,04:42:07,47,47,Female,City_15,67,FALSE,221,Clothing_Product,Clothing,5,84.00788621,420.039431,Debit Card,FALSE,42.0039431,TRUE,,,Snowy,Black Friday,4,TRUE
576,24-12-2020,19:45:38,351,42,Male,City_12,21,FALSE,598,Clothing_Product,Clothing,2,63.6021556,127.2043112,Cash,TRUE,12.72043112,FALSE,,,Snowy,Black Friday,4,TRUE
577,16-11-2018,14:10:50,199,57,Female,City_18,,TRUE,445,Toys_Product,Toys,1,25.29306294,25.29306294,Online Payment,FALSE,2.529306294,TRUE,Express,4,Rainy,Black Friday,3,FALSE
578,21-12-2019,05:35:38,347,27,Male,City_12,,TRUE,523,Toys_Product,Toys,4,95.89274191,383.5709676,Debit Card,FALSE,0,FALSE,Standard,1,Rainy,None,2,FALSE
579,01-11-2020,19:24:12,427,18,Male,City_19,,TRUE,128,Electronics_Product,Electronics,5,63.68669042,318.4334521,Cash,TRUE,31.84334521,FALSE,Standard,2,Rainy,Black Friday,4,FALSE
580,14-11-2023,08:33:02,306,60,Other,City_14,,TRUE,667,Electronics_Product,Electronics,2,62.53479574,125.0695915,Credit Card,TRUE,12.50695915,FALSE,Express,2,Sunny,Black Friday,2,FALSE
581,27-12-2018,20:37:08,263,52,Female,City_3,98,FALSE,405,Electronics_Product,Electronics,5,46.0528953,230.2644765,Online Payment,FALSE,0,FALSE,,,Rainy,None,3,TRUE
582,18-11-2021,03:03:44,400,37,Other,City_11,,TRUE,532,Food_Product,Food,2,71.07961103,142.1592221,Online Payment,TRUE,0,TRUE,Express,5,Snowy,Christmas Market,2,FALSE
583,29-11-2023,22:10:38,258,60,Male,City_4,,TRUE,230,Electronics_Product,Electronics,5,43.29151482,216.4575741,Debit Card,FALSE,21.64575741,TRUE,Standard,5,Snowy,Black Friday,5,FALSE
584,29-11-2018,19:33:28,295,62,Other,City_18,74,FALSE,82,Clothing_Product,Clothing,1,69.32017842,69.32017842,Online Payment,TRUE,6.932017842,TRUE,,,Snowy,Black Friday,1,TRUE
585,15-11-2019,10:25:04,365,67,Female,City_14,21,FALSE,522,Toys_Product,Toys,2,63.1445608,126.2891216,Debit Card,TRUE,0,FALSE,,,Rainy,None,1,FALSE
586,03-11-2019,10:31:45,71,41,Male,City_10,,TRUE,683,Food_Product,Food,4,83.6935939,334.7743756,Online Payment,FALSE,33.47743756,FALSE,Standard,3,Snowy,Black Friday,5,TRUE
587,22-11-2018,08:56:29,292,68,Female,City_4,69,FALSE,177,Clothing_Product,Clothing,2,59.21690112,118.4338022,Credit Card,TRUE,0,FALSE,,,Sunny,Christmas Market,3,TRUE
588,20-11-2022,02:52:08,497,69,Male,City_1,19,FALSE,416,Electronics_Product,Electronics,3,23.36283515,70.08850544,Online Payment,TRUE,0,FALSE,,,Sunny,None,1,FALSE
589,14-11-2021,21:24:54,150,27,Female,City_1,81,FALSE,780,Food_Product,Food,2,38.85827587,77.71655174,Cash,TRUE,0,TRUE,,,Snowy,None,2,FALSE
590,09-11-2018,14:59:24,305,62,Other,City_10,13,FALSE,130,Electronics_Product,Electronics,2,47.56872823,95.13745646,Cash,FALSE,0,TRUE,,,Snowy,None,3,TRUE
591,11-12-2022,18:22:13,403,31,Other,City_17,79,FALSE,71,Decorations_Product,Decorations,5,73.03748151,365.1874076,Credit Card,TRUE,0,TRUE,,,Rainy,None,2,FALSE
592,09-12-2023,06:48:43,487,23,Female,City_17,,TRUE,946,Food_Product,Food,3,66.3142466,198.9427398,Online Payment,TRUE,0,TRUE,Express,2,Sunny,None,3,TRUE
593,04-12-2022,08:03:43,339,65,Male,City_12,61,FALSE,985,Electronics_Product,Electronics,2,80.45584928,160.9116986,Cash,TRUE,0,TRUE,,,Snowy,None,2,TRUE
594,09-12-2019,21:04:00,416,63,Female,City_12,20,FALSE,482,Electronics_Product,Electronics,5,80.75695824,403.7847912,Credit Card,TRUE,40.37847912,FALSE,,,Rainy,Black Friday,2,FALSE
595,15-12-2018,11:02:20,284,52,Male,City_1,,TRUE,899,Toys_Product,Toys,1,90.82140792,90.82140792,Cash,FALSE,0,TRUE,Standard,1,Rainy,Christmas Market,5,TRUE
596,25-12-2020,06:56:14,398,68,Female,City_8,38,FALSE,766,Decorations_Product,Decorations,2,23.57553781,47.15107562,Online Payment,FALSE,0,FALSE,,,Sunny,Christmas Market,1,TRUE
597,25-11-2020,00:40:48,81,43,Other,City_5,,TRUE,891,Toys_Product,Toys,1,19.41376996,19.41376996,Cash,TRUE,1.941376996,TRUE,Overnight,1,Rainy,Black Friday,3,FALSE
598,23-12-2018,16:20:24,494,30,Other,City_18,,TRUE,722,Food_Product,Food,1,59.45723831,59.45723831,Credit Card,TRUE,0,FALSE,Express,4,Snowy,None,1,TRUE
599,07-12-2019,10:16:08,266,69,Male,City_6,,TRUE,165,Clothing_Product,Clothing,3,49.39954467,148.198634,Online Payment,FALSE,14.8198634,TRUE,Standard,2,Sunny,Black Friday,2,FALSE
600,17-12-2023,02:21:24,369,28,Other,City_3,,TRUE,60,Decorations_Product,Decorations,5,85.0594133,425.2970665,Credit Card,TRUE,0,TRUE,Overnight,5,Rainy,None,4,TRUE
601,28-12-2021,22:32:26,365,25,Male,City_16,33,FALSE,802,Decorations_Product,Decorations,1,57.28825148,57.28825148,Credit Card,FALSE,5.728825148,FALSE,,,Rainy,Black Friday,1,TRUE
602,17-12-2022,03:57:11,306,41,Male,City_15,5,FALSE,994,Electronics_Product,Electronics,5,40.58915297,202.9457648,Online Payment,TRUE,0,FALSE,,,Snowy,Christmas Market,5,FALSE
603,06-11-2023,23:23:11,352,61,Female,City_11,73,FALSE,738,Toys_Product,Toys,5,37.84068706,189.2034353,Credit Card,TRUE,0,FALSE,,,Sunny,Christmas Market,5,FALSE
604,20-11-2022,01:31:46,158,66,Female,City_9,,TRUE,325,Clothing_Product,Clothing,3,60.20594124,180.6178237,Cash,TRUE,18.06178237,TRUE,Overnight,3,Sunny,Black Friday,5,TRUE
605,23-11-2022,11:23:39,322,55,Other,City_15,,TRUE,736,Food_Product,Food,5,30.43546965,152.1773482,Online Payment,TRUE,15.21773482,FALSE,Standard,3,Rainy,Black Friday,5,FALSE
606,11-11-2023,03:13:37,356,52,Other,City_19,,TRUE,889,Toys_Product,Toys,2,64.47060696,128.9412139,Cash,FALSE,0,FALSE,Overnight,4,Rainy,Christmas Market,5,TRUE
607,28-12-2021,17:05:59,276,37,Other,City_13,68,FALSE,918,Electronics_Product,Electronics,1,27.57157487,27.57157487,Debit Card,TRUE,0,FALSE,,,Rainy,Christmas Market,5,TRUE
608,24-11-2021,06:32:45,209,68,Male,City_3,,TRUE,378,Toys_Product,Toys,3,85.92402033,257.772061,Credit Card,TRUE,25.7772061,FALSE,Overnight,5,Snowy,Black Friday,3,FALSE
609,31-12-2020,18:09:04,12,40,Female,City_8,90,FALSE,477,Clothing_Product,Clothing,1,90.39015557,90.39015557,Cash,TRUE,0,TRUE,,,Snowy,None,2,FALSE
610,27-12-2019,22:01:38,244,19,Other,City_6,,TRUE,873,Electronics_Product,Electronics,5,30.24893723,151.2446862,Debit Card,FALSE,0,TRUE,Overnight,5,Rainy,None,2,FALSE
611,04-11-2020,02:57:29,405,64,Male,City_13,,TRUE,316,Food_Product,Food,4,64.80142288,259.2056915,Online Payment,TRUE,25.92056915,FALSE,Express,2,Sunny,Black Friday,2,FALSE
612,09-12-2020,19:20:41,464,25,Other,City_10,28,FALSE,500,Electronics_Product,Electronics,4,98.91039369,395.6415748,Online Payment,TRUE,0,FALSE,,,Rainy,Christmas Market,4,TRUE
613,27-12-2021,21:01:09,303,69,Male,City_5,,TRUE,314,Food_Product,Food,2,45.7996171,91.5992342,Cash,TRUE,9.15992342,FALSE,Standard,4,Sunny,Black Friday,1,TRUE
614,07-12-2018,02:31:59,3,51,Male,City_15,71,FALSE,495,Clothing_Product,Clothing,3,72.18650515,216.5595154,Cash,TRUE,0,FALSE,,,Snowy,None,4,FALSE
615,13-11-2021,06:28:07,154,27,Male,City_11,,TRUE,586,Electronics_Product,Electronics,3,15.3099181,45.9297543,Debit Card,TRUE,0,FALSE,Standard,3,Sunny,Christmas Market,5,FALSE
616,12-12-2020,09:34:27,123,36,Other,City_3,,TRUE,843,Decorations_Product,Decorations,2,98.04496245,196.0899249,Debit Card,TRUE,19.60899249,TRUE,Express,3,Snowy,Black Friday,4,FALSE
617,17-11-2021,21:40:02,346,20,Other,City_2,,TRUE,337,Electronics_Product,Electronics,1,51.7051885,51.7051885,Credit Card,TRUE,0,FALSE,Standard,1,Snowy,None,2,TRUE
618,14-12-2019,04:07:02,318,38,Female,City_1,92,FALSE,984,Clothing_Product,Clothing,4,95.48941277,381.9576511,Online Payment,TRUE,38.19576511,TRUE,,,Rainy,Black Friday,5,TRUE
619,30-11-2020,00:32:47,70,59,Male,City_11,26,FALSE,504,Toys_Product,Toys,3,17.05663129,51.16989388,Online Payment,FALSE,5.116989388,TRUE,,,Rainy,Black Friday,4,TRUE
620,19-12-2022,12:51:55,242,54,Female,City_10,29,FALSE,972,Food_Product,Food,3,62.99404644,188.9821393,Online Payment,TRUE,0,TRUE,,,Snowy,None,5,TRUE
621,26-11-2022,09:18:22,499,59,Other,City_1,77,FALSE,119,Food_Product,Food,5,96.7857235,483.9286175,Online Payment,TRUE,48.39286175,TRUE,,,Snowy,Black Friday,1,FALSE
622,14-11-2018,05:35:25,154,51,Other,City_18,,TRUE,454,Food_Product,Food,4,69.28507207,277.1402883,Cash,TRUE,0,TRUE,Standard,5,Rainy,Christmas Market,1,FALSE
623,18-11-2020,22:28:52,289,35,Female,City_11,,TRUE,153,Electronics_Product,Electronics,2,56.49735164,112.9947033,Online Payment,TRUE,0,FALSE,Express,3,Snowy,Christmas Market,5,FALSE
624,04-11-2022,06:46:24,417,52,Female,City_12,94,FALSE,319,Electronics_Product,Electronics,3,55.91454047,167.7436214,Cash,TRUE,16.77436214,TRUE,,,Snowy,Black Friday,5,TRUE
625,25-11-2022,21:03:58,373,32,Female,City_3,16,FALSE,97,Toys_Product,Toys,4,91.71960053,366.8784021,Online Payment,TRUE,36.68784021,TRUE,,,Snowy,Black Friday,4,FALSE
626,30-12-2020,21:10:26,85,32,Female,City_6,,TRUE,506,Toys_Product,Toys,3,67.53420387,202.6026116,Credit Card,FALSE,20.26026116,TRUE,Overnight,1,Snowy,Black Friday,2,FALSE
627,14-11-2019,08:16:42,90,62,Male,City_2,68,FALSE,818,Electronics_Product,Electronics,4,59.56884236,238.2753694,Online Payment,TRUE,23.82753694,FALSE,,,Rainy,Black Friday,4,FALSE
628,23-12-2023,10:56:09,71,43,Female,City_9,,TRUE,733,Decorations_Product,Decorations,4,78.96453308,315.8581323,Online Payment,FALSE,0,FALSE,Express,2,Rainy,None,2,FALSE
629,25-11-2022,10:03:36,342,60,Female,City_18,,TRUE,750,Decorations_Product,Decorations,2,32.31932061,64.63864122,Cash,FALSE,6.463864122,FALSE,Overnight,5,Snowy,Black Friday,3,FALSE
630,19-12-2023,07:42:39,301,24,Other,City_8,,TRUE,431,Toys_Product,Toys,4,41.65089841,166.6035936,Debit Card,TRUE,0,TRUE,Standard,5,Snowy,None,2,TRUE
631,30-12-2019,10:03:13,364,22,Other,City_1,48,FALSE,225,Clothing_Product,Clothing,2,63.91023934,127.8204787,Cash,FALSE,0,TRUE,,,Snowy,Christmas Market,1,FALSE
632,11-11-2020,17:28:17,142,30,Male,City_3,,TRUE,608,Food_Product,Food,1,32.79742788,32.79742788,Debit Card,FALSE,0,FALSE,Overnight,2,Snowy,None,1,FALSE
633,26-11-2019,23:52:27,270,51,Other,City_20,62,FALSE,696,Food_Product,Food,3,47.5821854,142.7465562,Online Payment,FALSE,14.27465562,TRUE,,,Snowy,Black Friday,2,FALSE
634,01-11-2021,00:23:33,356,30,Female,City_3,,TRUE,800,Clothing_Product,Clothing,3,72.88460001,218.6538,Cash,TRUE,0,FALSE,Standard,1,Sunny,None,3,FALSE
635,17-12-2023,18:08:18,226,48,Male,City_16,,TRUE,608,Decorations_Product,Decorations,2,74.49635325,148.9927065,Debit Card,FALSE,0,TRUE,Overnight,3,Rainy,None,3,TRUE
636,03-12-2023,20:08:46,370,69,Female,City_3,,TRUE,198,Clothing_Product,Clothing,2,68.02979493,136.0595899,Online Payment,TRUE,0,FALSE,Standard,1,Snowy,Christmas Market,1,TRUE
637,28-11-2020,04:05:20,220,64,Other,City_13,,TRUE,754,Food_Product,Food,4,67.16682571,268.6673028,Online Payment,FALSE,26.86673028,FALSE,Standard,4,Rainy,Black Friday,4,FALSE
638,15-11-2018,03:39:31,415,38,Male,City_6,55,FALSE,541,Decorations_Product,Decorations,3,43.3598951,130.0796853,Cash,FALSE,0,FALSE,,,Rainy,Christmas Market,2,TRUE
639,04-12-2020,13:48:13,384,27,Female,City_12,,TRUE,394,Clothing_Product,Clothing,3,49.96795998,149.9038799,Credit Card,TRUE,0,TRUE,Overnight,2,Snowy,Christmas Market,4,FALSE
640,18-11-2021,05:34:09,208,66,Other,City_19,76,FALSE,290,Food_Product,Food,4,23.44988733,93.7995493,Credit Card,TRUE,9.37995493,TRUE,,,Rainy,Black Friday,1,TRUE
641,01-11-2022,18:12:52,418,46,Other,City_4,23,FALSE,881,Clothing_Product,Clothing,5,15.43994798,77.19973991,Debit Card,TRUE,0,TRUE,,,Snowy,None,5,TRUE
642,07-12-2020,23:07:47,185,44,Male,City_14,64,FALSE,522,Toys_Product,Toys,4,56.1206032,224.4824128,Credit Card,FALSE,22.44824128,TRUE,,,Snowy,Black Friday,1,TRUE
643,08-11-2021,16:52:36,231,46,Female,City_8,76,FALSE,722,Food_Product,Food,2,76.5612585,153.122517,Online Payment,FALSE,0,FALSE,,,Rainy,Christmas Market,1,TRUE
644,01-11-2018,09:25:31,323,20,Female,City_18,,TRUE,177,Decorations_Product,Decorations,5,25.22124726,126.1062363,Online Payment,TRUE,0,FALSE,Express,4,Snowy,Christmas Market,3,FALSE
645,22-11-2021,06:37:40,393,67,Female,City_12,68,FALSE,316,Clothing_Product,Clothing,3,99.63415472,298.9024642,Credit Card,FALSE,29.89024642,FALSE,,,Sunny,Black Friday,2,FALSE
646,21-12-2020,10:52:38,256,20,Male,City_6,,TRUE,542,Electronics_Product,Electronics,1,73.9779573,73.9779573,Cash,TRUE,7.39779573,FALSE,Overnight,1,Sunny,Black Friday,5,TRUE
647,19-12-2022,08:25:00,2,61,Female,City_15,27,FALSE,400,Food_Product,Food,4,13.14345281,52.57381122,Cash,FALSE,0,FALSE,,,Snowy,None,4,FALSE
648,18-12-2023,06:12:59,116,67,Male,City_5,,TRUE,250,Decorations_Product,Decorations,1,79.68057582,79.68057582,Credit Card,FALSE,0,TRUE,Standard,2,Snowy,None,1,TRUE
649,25-11-2019,02:12:31,114,67,Male,City_4,,TRUE,822,Food_Product,Food,3,98.75546962,296.2664088,Cash,FALSE,29.62664088,TRUE,Standard,3,Snowy,Black Friday,2,TRUE
650,17-11-2018,03:34:29,339,39,Female,City_7,,TRUE,598,Electronics_Product,Electronics,5,94.44197237,472.2098618,Debit Card,TRUE,47.22098618,FALSE,Standard,5,Sunny,Black Friday,2,FALSE
651,24-11-2021,15:53:00,445,38,Female,City_9,,TRUE,562,Electronics_Product,Electronics,1,51.57032589,51.57032589,Credit Card,TRUE,5.157032589,TRUE,Standard,5,Sunny,Black Friday,4,FALSE
652,01-12-2022,02:54:18,395,54,Other,City_6,,TRUE,222,Decorations_Product,Decorations,5,96.81158175,484.0579087,Online Payment,TRUE,48.40579087,TRUE,Express,1,Rainy,Black Friday,1,TRUE
653,25-12-2021,10:20:43,80,33,Female,City_11,,TRUE,217,Electronics_Product,Electronics,3,55.43855944,166.3156783,Debit Card,TRUE,16.63156783,FALSE,Standard,1,Snowy,Black Friday,3,TRUE
654,07-12-2019,18:29:05,91,26,Other,City_19,,TRUE,771,Decorations_Product,Decorations,4,61.12188003,244.4875201,Credit Card,TRUE,24.44875201,TRUE,Express,1,Sunny,Black Friday,5,FALSE
655,17-12-2023,20:34:48,111,23,Other,City_6,,TRUE,469,Toys_Product,Toys,4,14.80078308,59.20313233,Online Payment,FALSE,0,TRUE,Standard,3,Snowy,None,5,TRUE
656,11-11-2023,15:27:30,70,40,Male,City_20,91,FALSE,115,Food_Product,Food,5,15.28872881,76.44364404,Debit Card,TRUE,7.644364404,FALSE,,,Rainy,Black Friday,2,FALSE
657,20-11-2018,22:48:11,225,25,Male,City_19,25,FALSE,114,Toys_Product,Toys,5,96.85964322,484.2982161,Debit Card,TRUE,0,TRUE,,,Rainy,None,5,FALSE
658,21-11-2020,15:53:47,442,70,Female,City_12,33,FALSE,244,Food_Product,Food,4,24.89974913,99.59899652,Cash,TRUE,9.959899652,TRUE,,,Snowy,Black Friday,4,FALSE
659,23-12-2019,21:09:54,395,37,Other,City_8,51,FALSE,61,Decorations_Product,Decorations,5,40.45551979,202.277599,Credit Card,TRUE,0,TRUE,,,Snowy,None,3,FALSE
660,03-12-2018,20:42:23,274,68,Female,City_18,,TRUE,3,Food_Product,Food,5,46.11675268,230.5837634,Online Payment,TRUE,0,FALSE,Express,5,Sunny,Christmas Market,1,TRUE
661,16-11-2022,00:47:00,331,52,Male,City_12,,TRUE,164,Clothing_Product,Clothing,3,92.81104271,278.4331281,Credit Card,FALSE,27.84331281,FALSE,Overnight,5,Snowy,Black Friday,3,TRUE
662,30-11-2022,13:19:57,327,59,Male,City_8,38,FALSE,653,Decorations_Product,Decorations,2,82.43364292,164.8672858,Credit Card,FALSE,0,FALSE,,,Snowy,Christmas Market,3,FALSE
663,02-11-2022,16:50:34,190,37,Other,City_7,,TRUE,993,Electronics_Product,Electronics,4,16.03382365,64.13529459,Cash,FALSE,6.413529459,TRUE,Standard,1,Rainy,Black Friday,4,TRUE
664,04-12-2022,06:26:46,130,27,Other,City_7,,TRUE,49,Electronics_Product,Electronics,1,62.42618813,62.42618813,Online Payment,TRUE,0,TRUE,Standard,1,Sunny,Christmas Market,5,FALSE
665,12-12-2023,14:57:15,398,22,Other,City_15,,TRUE,805,Food_Product,Food,4,49.22982445,196.9192978,Debit Card,TRUE,0,TRUE,Express,1,Snowy,Christmas Market,4,FALSE
666,29-12-2019,12:35:52,247,58,Other,City_16,,TRUE,114,Food_Product,Food,4,27.00103882,108.0041553,Debit Card,FALSE,0,TRUE,Standard,4,Snowy,None,5,FALSE
667,23-11-2019,23:17:57,435,27,Male,City_7,,TRUE,480,Decorations_Product,Decorations,3,71.26692611,213.8007783,Online Payment,TRUE,21.38007783,TRUE,Express,1,Sunny,Black Friday,3,FALSE
668,14-12-2020,02:00:35,326,22,Female,City_9,,TRUE,215,Food_Product,Food,5,58.15890966,290.7945483,Online Payment,TRUE,0,TRUE,Standard,5,Snowy,Christmas Market,1,FALSE
669,02-12-2019,06:08:29,462,37,Other,City_6,,TRUE,895,Toys_Product,Toys,4,56.74779102,226.9911641,Debit Card,TRUE,22.69911641,TRUE,Overnight,4,Rainy,Black Friday,1,FALSE
670,10-12-2022,12:42:05,23,45,Male,City_17,65,FALSE,632,Food_Product,Food,5,67.98976418,339.9488209,Cash,FALSE,33.99488209,TRUE,,,Rainy,Black Friday,5,FALSE
671,22-12-2018,17:52:16,240,49,Other,City_17,99,FALSE,677,Clothing_Product,Clothing,4,34.03678082,136.1471233,Debit Card,TRUE,0,TRUE,,,Sunny,None,5,FALSE
672,12-12-2020,23:33:14,207,37,Female,City_14,,TRUE,134,Clothing_Product,Clothing,4,24.33282215,97.3312886,Online Payment,FALSE,0,TRUE,Overnight,5,Rainy,None,3,FALSE
673,07-11-2018,17:07:36,122,21,Female,City_10,89,FALSE,314,Food_Product,Food,2,64.8012929,129.6025858,Online Payment,TRUE,0,FALSE,,,Sunny,None,4,TRUE
674,09-12-2022,18:20:53,428,25,Male,City_15,,TRUE,185,Food_Product,Food,2,59.24564452,118.491289,Cash,TRUE,0,FALSE,Overnight,2,Rainy,None,4,TRUE
675,19-11-2021,15:52:29,74,20,Female,City_3,23,FALSE,743,Food_Product,Food,4,19.2858469,77.14338758,Debit Card,FALSE,0,FALSE,,,Snowy,None,1,TRUE
676,14-12-2019,05:41:58,42,20,Female,City_6,74,FALSE,998,Toys_Product,Toys,5,37.59395728,187.9697864,Online Payment,TRUE,0,FALSE,,,Sunny,None,5,TRUE
677,04-11-2019,11:02:00,202,33,Female,City_11,,TRUE,331,Food_Product,Food,5,22.30936671,111.5468336,Online Payment,TRUE,0,TRUE,Standard,3,Snowy,None,1,TRUE
678,17-12-2021,04:18:46,237,53,Other,City_5,40,FALSE,207,Electronics_Product,Electronics,1,93.00838569,93.00838569,Online Payment,TRUE,9.300838569,TRUE,,,Snowy,Black Friday,3,TRUE
679,24-11-2021,02:24:26,46,62,Female,City_13,,TRUE,770,Toys_Product,Toys,2,85.75816138,171.5163228,Cash,FALSE,17.15163228,FALSE,Overnight,1,Sunny,Black Friday,4,FALSE
680,21-11-2018,14:52:33,245,41,Male,City_6,62,FALSE,545,Toys_Product,Toys,5,74.57833394,372.8916697,Credit Card,TRUE,37.28916697,TRUE,,,Rainy,Black Friday,5,TRUE
681,25-11-2021,23:05:49,481,59,Female,City_15,,TRUE,224,Decorations_Product,Decorations,5,89.70640706,448.5320353,Online Payment,FALSE,44.85320353,FALSE,Standard,2,Snowy,Black Friday,1,FALSE
682,23-12-2019,18:46:49,396,31,Other,City_18,,TRUE,911,Decorations_Product,Decorations,4,20.62783098,82.51132394,Online Payment,FALSE,8.251132394,TRUE,Express,5,Snowy,Black Friday,4,FALSE
683,27-12-2020,10:06:03,52,56,Female,City_16,33,FALSE,1000,Electronics_Product,Electronics,3,57.20054531,171.6016359,Cash,FALSE,0,TRUE,,,Snowy,Christmas Market,5,TRUE
684,29-12-2018,14:06:14,276,37,Other,City_3,34,FALSE,856,Toys_Product,Toys,1,38.75529433,38.75529433,Debit Card,TRUE,3.875529433,FALSE,,,Sunny,Black Friday,4,FALSE
685,14-11-2023,13:53:06,156,62,Male,City_2,,TRUE,63,Food_Product,Food,2,53.87303622,107.7460724,Cash,TRUE,0,TRUE,Standard,3,Rainy,None,3,FALSE
686,14-11-2020,17:44:35,175,45,Other,City_18,60,FALSE,949,Clothing_Product,Clothing,5,73.77698347,368.8849173,Credit Card,FALSE,0,TRUE,,,Snowy,Christmas Market,2,TRUE
687,23-11-2023,02:54:23,202,24,Other,City_4,,TRUE,58,Clothing_Product,Clothing,5,87.56671112,437.8335556,Cash,TRUE,43.78335556,FALSE,Express,1,Sunny,Black Friday,4,TRUE
688,05-12-2023,06:25:36,263,49,Male,City_10,,TRUE,402,Food_Product,Food,3,46.1412774,138.4238322,Online Payment,TRUE,0,FALSE,Standard,1,Rainy,Christmas Market,5,FALSE
689,26-12-2018,01:48:45,206,40,Male,City_17,33,FALSE,48,Decorations_Product,Decorations,1,39.6934483,39.6934483,Debit Card,FALSE,3.96934483,TRUE,,,Sunny,Black Friday,1,TRUE
690,21-11-2023,02:22:55,187,50,Other,City_14,,TRUE,578,Decorations_Product,Decorations,3,30.56815225,91.70445674,Cash,TRUE,9.170445674,FALSE,Overnight,4,Sunny,Black Friday,4,FALSE
691,20-11-2019,14:24:39,284,63,Other,City_14,42,FALSE,342,Decorations_Product,Decorations,1,73.36204646,73.36204646,Debit Card,TRUE,0,FALSE,,,Snowy,Christmas Market,4,TRUE
692,10-12-2019,01:35:00,74,35,Female,City_15,33,FALSE,386,Electronics_Product,Electronics,4,57.61109752,230.4443901,Debit Card,FALSE,0,TRUE,,,Snowy,None,1,FALSE
693,02-11-2020,09:30:23,419,20,Other,City_8,,TRUE,19,Electronics_Product,Electronics,2,17.92842674,35.85685348,Online Payment,TRUE,3.585685348,FALSE,Standard,3,Sunny,Black Friday,3,TRUE
694,05-11-2021,03:31:24,389,32,Male,City_5,,TRUE,826,Food_Product,Food,3,75.55738781,226.6721634,Online Payment,FALSE,0,FALSE,Overnight,4,Sunny,Christmas Market,5,TRUE
695,28-11-2021,08:56:38,185,33,Other,City_17,12,FALSE,664,Food_Product,Food,1,72.3224664,72.3224664,Debit Card,FALSE,7.23224664,FALSE,,,Snowy,Black Friday,1,TRUE
696,18-12-2021,07:32:25,168,51,Female,City_3,,TRUE,802,Food_Product,Food,4,95.33030173,381.3212069,Credit Card,TRUE,0,TRUE,Standard,3,Sunny,None,5,FALSE
697,24-12-2019,21:17:34,96,35,Male,City_17,14,FALSE,112,Electronics_Product,Electronics,2,78.05084881,156.1016976,Debit Card,TRUE,15.61016976,TRUE,,,Rainy,Black Friday,2,FALSE
698,18-11-2021,14:51:07,421,60,Female,City_19,86,FALSE,714,Food_Product,Food,5,98.44690371,492.2345185,Debit Card,TRUE,0,FALSE,,,Snowy,Christmas Market,1,FALSE
699,15-11-2020,03:54:54,164,53,Other,City_16,17,FALSE,264,Electronics_Product,Electronics,4,80.225942,320.903768,Debit Card,TRUE,0,FALSE,,,Snowy,None,4,TRUE
700,21-12-2019,22:11:08,87,68,Male,City_2,92,FALSE,72,Electronics_Product,Electronics,5,77.91279644,389.5639822,Credit Card,FALSE,38.95639822,FALSE,,,Rainy,Black Friday,3,FALSE
701,17-12-2021,17:52:21,252,28,Other,City_10,4,FALSE,710,Decorations_Product,Decorations,3,35.54497814,106.6349344,Debit Card,TRUE,10.66349344,FALSE,,,Rainy,Black Friday,3,FALSE
